ts_code,trade_date,open,high,low,close,vol,amount,total_mv,market_cap,year_month,monthly_return,market_cap_group
600003.SH,20210730,12.22732408942493,12.759560184971203,11.637773517105597,12.313956846482428,2501700,30805825.84284509,2500000,250.0,202107,-0.0971071624522552,3
600003.SH,20210831,13.30234463837064,13.717506159839328,12.571217440469516,13.266742192848088,2125167,28194042.705748398,2500000,250.0,202108,0.0773744262907523,3
600003.SH,20210930,11.598116110632906,11.867183728028865,11.598116110632906,11.851802659382273,2676074,31716300.94990376,2500000,250.0,202109,-0.1066531265097312,3
600003.SH,20211029,11.039101911782277,11.100338312633957,11.0125584941599,11.040306702140468,1254273,13847558.60821383,2500000,250.0,202110,-0.0684702555859212,3
600003.SH,20211130,10.713297906935908,10.833012192142403,10.468219446239916,10.758060398987611,1588946,17093977.038729772,2500000,250.0,202111,-0.0255650781058585,3
600003.SH,20211231,9.69280489747066,10.308755969146905,9.359378588928458,9.80328180678672,2784537,27297600.91242447,2500000,250.0,202112,-0.0887500680225539,3
600003.SH,20220131,9.876346960122316,10.11026651021142,9.579960034675786,10.029374396983862,2515538,25229272.411839988,2500000,250.0,202201,0.0230629491891807,3
600003.SH,20220228,10.35392633371896,10.750663563178286,9.95275911140554,10.451804859924524,2542146,26570013.91743769,2500000,250.0,202202,0.0421193233216721,3
600003.SH,20220331,9.602127396386573,9.774622564107968,9.473686932263243,9.769750548593157,2319867,22664521.89591316,2500000,250.0,202203,-0.0652570843478507,3
600003.SH,20220429,9.41518167825311,9.77580535054328,8.956003141847596,9.43522871189296,3222226,30402439.271408003,2500000,250.0,202204,-0.0342405709374398,3
600003.SH,20220531,9.1682606151286,9.575401037253329,8.854931902630709,9.283602915371072,3095896,28741069.131285645,2500000,250.0,202205,-0.0160701771151307,3
600003.SH,20220630,8.569677414540816,9.114551071544772,8.321516622508883,8.602232422277805,2502480,21526914.59210176,2500000,250.0,202206,-0.0733950492394615,3
600003.SH,20220729,8.333567251927956,8.429354992112938,8.119727149548394,8.280063443161833,2514855,20823158.95035275,2500000,250.0,202207,-0.0374517873153052,3
600003.SH,20220831,8.167261445673482,8.697610638629417,7.919652286724124,8.22684783207272,1999130,16446538.306531535,2500000,250.0,202208,-0.0064269569254402,3
600003.SH,20220930,8.936556957011044,9.443327182234388,8.692423148249254,8.965834419537813,2315885,20763841.44469133,2500000,250.0,202209,0.089826213216698,3
600003.SH,20221031,8.9649049504307,8.9649049504307,8.423168107477096,8.732391704454729,1844919,16110555.370990911,2500000,250.0,202210,-0.026036920174923,3
600003.SH,20221130,8.325432236961092,8.506470664049774,8.156291156593312,8.196859496355957,1754590,14382127.7037112,2500000,250.0,202211,-0.0613270941368303,3
600003.SH,20221230,8.573706351090726,8.782229731361188,8.27044871644876,8.631177897558693,1881831,16242418.134140773,2500000,250.0,202212,0.0529859516801305,3
600003.SH,20230131,9.092223327778044,9.253496657848975,8.849997735742358,9.034135218679465,1443872,13044134.886465156,2500000,250.0,202301,0.0466862490732287,3
600003.SH,20230228,8.555603471400092,9.027900932862927,8.555603471400092,8.660997313687087,2200318,19056948.287257344,2500000,250.0,202302,-0.0413031126898408,3
600003.SH,20230331,8.8481388472645,9.20141364764411,8.684637959359128,8.714147228947647,2271734,19796224.541006155,2500000,250.0,202303,0.0061366968878475,3
600003.SH,20230428,8.60777527299828,9.136358045658763,8.426189919687683,8.687996288599706,3096605,26903292.747259293,2500000,250.0,202304,-0.0030009752716904,3
600003.SH,20230531,8.872394383465712,9.10089792107995,8.34499778147715,8.845572033408931,2756610,24383792.3230154,2500000,250.0,202305,0.0181371791118274,3
600003.SH,20230630,9.552150697794191,10.04713655962017,8.955797045504955,9.487780435614276,3498586,33193815.80311401,2500000,250.0,202306,0.0726022466133089,3
600003.SH,20230731,9.7950644487103,10.129762284761275,9.650219192964151,9.678438148642432,2428259,23501754.54038433,2500000,250.0,202307,0.0200950806484185,3
600003.SH,20230831,10.650290478260574,10.650290478260574,10.294908212354702,10.625868314319352,1472198,15643382.080604324,2500000,250.0,202308,0.0978908116295409,3
600003.SH,20230929,10.400628127225184,10.494051226703982,9.73205380996113,10.231665582260568,2586874,26468029.671444725,2500000,250.0,202309,-0.0370984017868506,3
600003.SH,20231031,10.740106928770158,11.07407374569516,10.057954280410948,10.599939421525123,2161268,22909309.87368076,2500000,250.0,202310,0.0359935375431992,3
600003.SH,20231130,10.73989500859466,11.17642742793698,10.73989500859466,10.824437200022512,2243292,24282373.375312906,2500000,250.0,202311,0.0211791567451324,3
600003.SH,20231229,9.974919956780628,10.383947365533327,9.390311760136218,9.96596066062466,2253651,22459797.208777424,2500000,250.0,202312,-0.0793091154333702,3
600003.SH,20240131,9.051159319362707,9.425060077323424,9.051159319362707,9.190434501118846,2184152,20073305.896487728,2500000,250.0,202401,-0.0778175015851612,3
600003.SH,20240229,9.303425401891966,9.628139582944018,8.991422131743633,9.403621238813152,2588592,24342138.70982182,2500000,250.0,202402,0.0231965896354904,3
600003.SH,20240329,8.742638311596938,8.742638311596938,8.184090788160736,8.66892183025618,1695513,14698269.659183146,2500000,250.0,202403,-0.0781294131163562,3
600003.SH,20240430,9.202431201566052,9.43167870840229,8.785177737387738,9.214629185917213,2525794,23274255.11001458,2500000,250.0,202404,0.0629498530897361,3
600003.SH,20240531,9.12710905466842,9.579848592521092,9.04463133497781,9.169802600192783,1820769,16696092.310550418,2500000,250.0,202405,-0.0048647194390564,3
600003.SH,20240628,8.98119755289204,9.014246359223195,8.508924956268526,8.83476406342533,2229366,19695922.62102228,2500000,250.0,202406,-0.0365371591271125,3
600003.SH,20240731,8.752843597494326,8.908375729534134,8.752843597494326,8.82669800856628,1808743,15965228.2361082,2500000,250.0,202407,-0.0009129904093808,3
600003.SH,20240830,8.940554089232835,9.20244989535167,8.806777438908236,8.901535525991871,1587925,14134970.800110642,2500000,250.0,202408,0.0084785405995493,3
600003.SH,20240930,9.038919364441233,9.524478791327695,8.549034780848897,8.989738905564806,2642658,23756805.43670208,2500000,250.0,202409,0.0099087825145882,3
600003.SH,20241031,8.449417559383477,8.636656326967938,8.221571711222207,8.548439535914751,1627023,13908507.739042629,2500000,250.0,202410,-0.0490892309872185,3
600003.SH,20241129,8.299021906386713,8.682573921861286,8.299021906386713,8.384939466883024,1593002,13357225.340623591,2500000,250.0,202411,-0.0191263058415294,3
600003.SH,20241231,8.268119735439289,8.521526782437222,7.783156640483076,8.248949979050105,2831954,23360646.88897086,2500000,250.0,202412,-0.0162183028714781,3
600003.SH,20250131,8.977402687566434,9.143052955593426,8.595639842290826,8.881389589581397,1759259,15624664.56797738,2500000,250.0,202501,0.0766691048118248,3
600003.SH,20250228,8.571096320789142,8.965457566524174,8.164442490790416,8.587126644210588,2777803,23853346.153668106,2500000,250.0,202502,-0.0331325343182786,3
600003.SH,20250331,8.172678567407822,8.529034532458265,7.800492712330989,8.266919095399913,2547755,21062084.459900606,2500000,250.0,202503,-0.0372892542613841,3
600003.SH,20250430,8.89355400192245,8.934517981248797,8.732101976033988,8.887800563320644,1496143,13297420.598208236,2500000,250.0,202504,0.075104335817949,3
600003.SH,20250530,8.4552911017548,9.025848115861631,8.374855364095959,8.51853802234029,2320342,19765921.55183311,2500000,250.0,202505,-0.0415471227498371,3
600003.SH,20250630,8.602473792750535,8.759627911213453,8.425519913507848,8.491643621969162,1585466,13463212.24674896,2500000,250.0,202506,-0.0031571615106482,3
600003.SH,20250731,8.217734608959248,8.597842759202711,7.893258545936479,8.26888570707777,2484119,20540896.093780324,2500000,250.0,202507,-0.0262326028750292,3
600003.SH,20250829,7.961713249626323,8.348176335078794,7.6899792934859805,7.97452908682172,2103910,16777691.491055086,2500000,250.0,202508,-0.035598099996,3
600003.SH,20250930,8.26504023789642,8.370370102876121,8.091019319147835,8.319453723793758,1856215,15442694.793911831,2500000,250.0,202509,0.0432532922278812,3
600003.SH,20251031,8.191109472864294,8.295188419680427,7.6669883067150915,8.12294490237836,2946630,23935313.13769515,2500000,250.0,202510,-0.0236203996006828,3
600003.SH,20251128,7.62141868171813,7.899356190754084,7.430223236008016,7.584958835859072,3152312,23910156.757784583,2500000,250.0,202511,-0.0662304217232556,3
