ts_code,trade_date,open,high,low,close,vol,amount,total_mv,market_cap,year_month,monthly_return,market_cap_group
600018.SH,20230630,43.2529431958044,43.62873649468671,42.2879090986221,42.58302083770579,4954999,210998825.66781133,5000000,500.0,202306,0.0646084465674015,4
600018.SH,20230731,43.61375269905436,45.63128198602677,43.048423907827,43.680817036056574,4232295,184870103.53761703,5000000,500.0,202307,0.0257801390496636,4
600018.SH,20230831,46.23663855510685,49.74615758434966,45.81671833848293,47.54069883566178,5675469,269815762.48013455,5000000,500.0,202308,0.0883656044349867,4
600018.SH,20230929,45.30312937295156,48.1850365579768,44.419855608173954,45.8644030809898,5534075,253817046.48042864,5000000,500.0,202309,-0.0352602253590461,4
600018.SH,20231031,49.39098027845061,49.93453999756586,46.70065056755691,49.08027613152136,3040646,149235745.29820588,5000000,500.0,202310,0.0701169716490759,4
600018.SH,20231130,49.23869947107895,50.5411395773808,48.39262932609631,49.1776444336676,4027983,198086715.7588577,5000000,500.0,202311,0.001983858075397,4
600018.SH,20231229,48.498916125696525,51.84512878652776,47.843758419128704,49.128838810735175,5263529,258591067.8166301,5000000,500.0,202312,-0.0009924351500456,4
600018.SH,20240131,48.011317100819504,49.77209479435023,46.51165019629212,48.14148723030648,3519395,169428909.4509045,5000000,500.0,202401,-0.0200971894376006,4
600018.SH,20240229,44.55078244439983,47.14693707706895,42.332609778395565,44.63642096108797,6473910,288972172.024197,5000000,500.0,202402,-0.0728076025663779,4
600018.SH,20240329,43.01044634577513,44.13409416854012,42.57876136579784,43.19430204383512,4088179,176586038.53526384,5000000,500.0,202403,-0.0323081216235956,4
600018.SH,20240430,42.91316994867859,45.92500551268507,42.81499477365524,43.40062837495117,4732414,205389741.3304161,5000000,500.0,202404,0.0047767025129068,4
600018.SH,20240531,40.74031178936006,42.71698177929387,38.56987148698656,40.97299659178434,7368302,301901412.73323774,5000000,500.0,202405,-0.0559354063308434,4
600018.SH,20240628,40.80996437171476,40.80996437171476,40.0612734260519,40.75343267396334,3437706,140098320.02387983,5000000,500.0,202406,-0.0053587468841618,4
600018.SH,20240731,39.705546147078806,41.42795801224353,38.78122226364712,40.4423498498718,3559659,143960974.62424478,5000000,500.0,202407,-0.0076332913249363,4
600018.SH,20240830,39.41910392642795,41.23190263024429,37.94103577848819,39.5405778967118,5212698,206113091.32103375,5000000,500.0,202408,-0.0222977140672467,4
600018.SH,20240930,37.50142442457263,39.83354816249255,36.577506467025366,37.869153025937536,6727266,254755865.6001867,5000000,500.0,202409,-0.0422711290447086,4
600018.SH,20241031,38.69063155377772,40.903680343130695,38.69063155377772,39.15533557752609,4479087,175380154.5659346,5000000,500.0,202410,0.033963858412878,4
600018.SH,20241129,39.42968018673178,41.43222230486001,39.125869722729,39.40806316128749,5386500,212271532.21827504,5000000,500.0,202411,0.0064544864712245,4
600018.SH,20241231,41.71257006138408,43.96433639662478,41.33012677735773,42.338739375830926,3891636,164766962.34960115,5000000,500.0,202412,0.0743674258374207,4
600018.SH,20250131,40.557255113122366,40.83539683371497,37.93209415959337,40.22889618328894,4468429,179759966.34339762,5000000,500.0,202501,-0.0498324518784891,4
600018.SH,20250228,41.77272625477056,43.78695460385459,41.77272625477056,42.90584256465151,5192039,222768807.92353064,5000000,500.0,202502,0.0665428742853395,4
600018.SH,20250331,45.915714292698745,46.03898458320317,45.42308896181185,45.81978774550543,3611243,165466387.75744227,5000000,500.0,202503,0.0679148807406153,4
600018.SH,20250430,43.99045299871698,44.54107713556886,43.65333360322813,44.51839289788143,2521965,112273828.74470551,5000000,500.0,202504,-0.0284024634695445,4
600018.SH,20250530,46.33059912620203,46.73222049372275,43.77358940876674,46.214710225864096,5006970,231395667.65959477,5000000,500.0,202505,0.0381037413429043,4
600018.SH,20250630,50.54351304795909,53.720812405380045,49.99796921369188,51.415660005028194,5331749,274135393.81614906,5000000,500.0,202506,0.1125388378234033,4
600018.SH,20250731,46.93103042691071,48.41719217099303,45.38868766143934,46.96198047361084,3906138,183439976.4832293,5000000,500.0,202507,-0.0866210709146163,4
600018.SH,20250829,52.37831912084752,53.29659931686096,51.00635258252085,52.79961209247906,3532562,186517903.292632,5000000,500.0,202508,0.1243054820089739,4
600018.SH,20250930,51.73266389712989,52.07214718534295,50.13360749438327,52.04689245518703,4256201,221522035.71465948,5000000,500.0,202509,-0.0142561584727863,4
600018.SH,20251031,54.638434512664894,54.75959015619884,51.56765534496536,54.60745438408703,4030702,220106375.60084835,5000000,500.0,202510,0.0491972105943629,4
600018.SH,20251128,53.71923689879071,53.860804930664585,51.40500105940978,53.72007857960003,5013285,269314064.1419301,5000000,500.0,202511,-0.0162500855331133,4
